名称,大类,中类,小类,地址,省,市,区,WGS84_经度,WGS84_纬度
德开平价大药房(北白岩小前街),医疗保健服务,医药保健销售店,药房,小前街7号,北京市,北京市,密云区,116.8089407,40.47785471
北京市密云水库医院,医疗保健服务,综合医院,综合医院,溪翁庄镇环库南路北25号,北京市,北京市,密云区,116.8378525,40.4738188
溪翁庄镇社区卫生服务中心,医疗保健服务,综合医院,卫生院,溪翁庄村,北京市,北京市,密云区,116.8357007,40.47388293
北京水利医院分院,医疗保健服务,综合医院,综合医院,溪翁庄镇,北京市,北京市,密云区,116.8380679,40.47351832
张氏诊所,医疗保健服务,诊所,诊所,密关路与313省道交叉口西南200米,北京市,北京市,密云区,116.8329107,40.47264642
北京康祥口腔(北京密云水库宾馆综合楼东北),医疗保健服务,专科医院,口腔医院,溪翁庄镇丁字西侧碧水花园3号,北京市,北京市,密云区,116.8329137,40.47252149
溪翁庄扶生药店,医疗保健服务,医药保健销售店,药房,密关路西50米,北京市,北京市,密云区,116.8329939,40.47239269
成人保健,医疗保健服务,医药保健销售店,医疗保健用品,密关路与313省道交叉口南150米,北京市,北京市,密云区,116.8335849,40.47286556
密云区医药(溪翁庄扶生药店),医疗保健服务,医药保健销售店,药房,密关路西50米,北京市,北京市,密云区,116.8328957,40.47234353
密云区动物卫生监督管理局溪翁庄所动物检疫报检点,医疗保健服务,动物医疗场所,动物医疗场所,溪翁庄邮局东侧,北京市,北京市,密云区,116.8390207,40.47311618
溪翁庄官方兽医室,医疗保健服务,动物医疗场所,兽医站,溪翁庄镇溪翁庄村水库医院斜对面附近,北京市,北京市,密云区,116.8390207,40.47311618
溪翁庄村卫生室,医疗保健服务,诊所,诊所,环南支线与313省道交叉口西南200米,北京市,北京市,密云区,116.8470411,40.47254105
北京大学第三医院延庆医院,医疗保健服务,综合医院,综合医院,东顺城街28号,北京市,北京市,延庆区,115.9661492,40.46194748
李秀兰诊所(高塔路),医疗保健服务,诊所,诊所,温泉西里6,北京市,北京市,延庆区,115.9645089,40.46402804
康复之家医疗器械(北京延庆店),医疗保健服务,医药保健销售店,医疗保健用品,医院对面往北100米,北京市,北京市,延庆区,115.9684639,40.46292367
北京市延庆区医院办公楼,医疗保健服务,综合医院,综合医院,北街与北顺城街交叉口东北100米,北京市,北京市,延庆区,115.964587,40.46122104
延庆区医院,医疗保健服务,综合医院,综合医院,东顺城街28号,北京市,北京市,延庆区,115.9661632,40.46195944
延庆格兰口腔医疗中心,医疗保健服务,专科医院,口腔医院,庆园街82号院,北京市,北京市,延庆区,115.9666927,40.46827124
国珍健康生活馆(医孟路),医疗保健服务,医药保健销售店,医疗保健用品,高塔路8-6号附近,北京市,北京市,延庆区,115.9677668,40.46542152
明和堂药店(医孟路),医疗保健服务,医药保健销售店,药房,庆园街82号院17-2,北京市,北京市,延庆区,115.9667695,40.4678882
下水磨村卫生室,医疗保健服务,诊所,诊所,下水磨21,北京市,北京市,延庆区,115.9596064,40.46334527
祝生堂药店(东顺城街),医疗保健服务,医药保健销售店,药房,温泉南里甲1号楼临1-1号,北京市,北京市,延庆区,115.9680981,40.46292069
鑫玉口腔,医疗保健服务,专科医院,口腔医院,北街与高塔路交叉口南100米,北京市,北京市,延庆区,115.9629785,40.46369929
助听器(东顺城街),医疗保健服务,医药保健销售店,医疗保健用品,东顺城街30号2号楼2号门,北京市,北京市,延庆区,115.9678887,40.46339806
玫瑰妈妈产后恢复中心(延庆店),医疗保健服务,医疗保健服务场所,医疗保健服务场所,格兰山水1期底商4号2楼(格兰山水红绿灯往北300米),北京市,北京市,延庆区,115.9673919,40.46609127
北京晟跃康健商贸中心,医疗保健服务,医疗保健服务场所,医疗保健服务场所,延庆镇格兰山水11号楼底商,北京市,北京市,延庆区,115.9678726,40.46414178
北京耀德堂药店诊所(格兰山水店),医疗保健服务,医药保健销售店,药房,孟家庄路61号院5-2,北京市,北京市,延庆区,115.9669133,40.46669233
长寿工程理家课堂(延庆区工作站),医疗保健服务,医疗保健服务场所,医疗保健服务场所,三里河路东50米,北京市,北京市,延庆区,115.9672721,40.46692324
中慈长寿工程管理集团有限公司(二店),医疗保健服务,医疗保健服务场所,医疗保健服务场所,儒林街道庆园街格兰山水西三门,北京市,北京市,延庆区,115.9672512,40.46704724
北京精实皓齿口腔诊所,医疗保健服务,专科医院,口腔医院,三里河路与高塔路交叉口北150米,北京市,北京市,延庆区,115.9679083,40.46563504
伊美源经络养生馆,医疗保健服务,医疗保健服务场所,医疗保健服务场所,延庆镇胜芳园综合楼北6号二楼(县医院对面),北京市,北京市,延庆区,115.9684979,40.46257172
北京中医医院延庆医院,医疗保健服务,综合医院,综合医院,延庆镇新城街11号,北京市,北京市,延庆区,115.9772566,40.46969451
骏丰频谱(高塔小区北区西南),医疗保健服务,医药保健销售店,医疗保健用品,尚书苑小区3号,北京市,北京市,延庆区,115.9725503,40.46752512
北京杜满诊所,医疗保健服务,诊所,诊所,延庆尚书苑小区,北京市,北京市,延庆区,115.9748512,40.46487164
解放街卫生室(广兴街),医疗保健服务,诊所,诊所,延庆镇高塔小区1号楼外侧(鼎泰楼对面),北京市,北京市,延庆区,115.9738011,40.46873699
成人用品,医疗保健服务,医药保健销售店,医疗保健用品,广兴街与恒安中街三巷交叉口东50米,北京市,北京市,延庆区,115.974829,40.46724867
恒安福商贸中心,医疗保健服务,医药保健销售店,医疗保健用品,妫水北街东150米,北京市,北京市,延庆区,115.972347,40.46749871
北京于化武诊所,医疗保健服务,诊所,诊所,尚书苑小区2-55号,北京市,北京市,延庆区,115.9740135,40.46816963
周林频谱(高塔小区北区西南),医疗保健服务,医药保健销售店,医疗保健用品,尚书苑小区3号楼底商,北京市,北京市,延庆区,115.9726181,40.46752792
紫薇星(广兴街),医疗保健服务,医疗保健服务场所,医疗保健服务场所,广兴街与恒安中街三巷交叉口西150米,北京市,北京市,延庆区,115.9729939,40.46756983
长远口腔,医疗保健服务,专科医院,口腔医院,广兴街尚书苑小区(中银酒店南150米),北京市,北京市,延庆区,115.9739956,40.46825064
康姿百德(妫水北街),医疗保健服务,医药保健销售店,医疗保健用品,香水园街道百佳商厦对面,北京市,北京市,延庆区,115.971606,40.4629568
东关卫生室(新城街店),医疗保健服务,诊所,诊所,恒安小区6号(近新城街),北京市,北京市,延庆区,115.9782434,40.46897991
远红1家能量养生馆,医疗保健服务,医药保健销售店,医疗保健用品,延庆镇川北小区56号楼,北京市,北京市,延庆区,115.9733853,40.46231798
明和堂医药第二十八分店,医疗保健服务,医药保健销售店,药房,高塔路高塔小区13号楼1门,北京市,北京市,延庆区,115.9720045,40.46429409
国珍健康生活馆(高塔路),医疗保健服务,医药保健销售店,医疗保健用品,妫水北街与高塔路交叉口东150米,北京市,北京市,延庆区,115.972808,40.46398692
快乐益群佳园,医疗保健服务,医疗保健服务场所,医疗保健服务场所,新城街与高塔路交叉口西南200米,北京市,北京市,延庆区,115.9780846,40.46375166
川北社区卫生服务站,医疗保健服务,综合医院,卫生院,川北小区甲25-3号,北京市,北京市,延庆区,115.9783966,40.46393866
欢乐分享口腔,医疗保健服务,专科医院,口腔医院,妫水北街39南门附近,北京市,北京市,延庆区,115.9712112,40.46341573
北京包宝海商贸中心,医疗保健服务,医药保健销售店,医疗保健用品,延庆镇尚书苑小区3号楼(底商),北京市,北京市,延庆区,115.9728603,40.46755522
百寿堂药店(妫水北街),医疗保健服务,医药保健销售店,药房,妫水北街29号延庆大厦,北京市,北京市,延庆区,115.9712742,40.46128546
健康大药房,医疗保健服务,医药保健销售店,药房,尚书苑小区6-14号,北京市,北京市,延庆区,115.9743256,40.46705621
雅洁美口腔诊所,医疗保健服务,专科医院,口腔医院,庆园街68号附近,北京市,北京市,延庆区,115.9720487,40.46975158
铭健堂保健品专营店(延庆工作部),医疗保健服务,医药保健销售店,医疗保健用品,新城街与高塔路交叉口西南200米,北京市,北京市,延庆区,115.9782631,40.46327534
凯霖娜水湘阁女子中医护理院,医疗保健服务,医疗保健服务场所,医疗保健服务场所,尚书苑小区6号,北京市,北京市,延庆区,115.9743127,40.46712422
祝生堂药店(庆园街),医疗保健服务,医药保健销售店,药房,延庆镇东顺城街26号,北京市,北京市,延庆区,115.9727952,40.47035917
罗麦,医疗保健服务,医药保健销售店,医疗保健用品,广兴街与庆园街交叉口南100米,北京市,北京市,延庆区,115.9734351,40.47013743
李氏艾灸养生馆,医疗保健服务,医疗保健服务场所,医疗保健服务场所,妫水北街29延庆大厦3层312,北京市,北京市,延庆区,115.9712792,40.46123347
北京健康共享商贸中心,医疗保健服务,医药保健销售店,医疗保健用品,妫水北街与高塔路交叉口南150米,北京市,北京市,延庆区,115.9716887,40.46290959
北京东方红航天生物技术股份有限公司(延庆区直销售后服务网点),医疗保健服务,医药保健销售店,医疗保健用品,川北小区甲25-5,北京市,北京市,延庆区,115.9780238,40.4638538
膏药章膏药铺(川北社区卫生服务站南),医疗保健服务,医药保健销售店,药房,东外大街46号附近,北京市,北京市,延庆区,115.9784556,40.4620473
中洋大药房(延庆分店),医疗保健服务,医药保健销售店,药房,延庆镇高塔街27号恒生市场南,北京市,北京市,延庆区,115.9830148,40.4650904
延庆区妇幼保健院,医疗保健服务,专科医院,专科医院,延庆镇庆园街8号,北京市,北京市,延庆区,115.9793355,40.47107676
善瑞食疗养生坊,医疗保健服务,医药保健销售店,医疗保健用品,香苑街35号附近,北京市,北京市,延庆区,115.9834573,40.46518903
荆条花蜂业,医疗保健服务,医药保健销售店,医疗保健用品,高塔路35号附近,北京市,北京市,延庆区,115.9854882,40.46608851
北京蜂业(延庆分公司),医疗保健服务,医药保健销售店,医疗保健用品,高塔路25号附近,北京市,北京市,延庆区,115.9822494,40.46470886
三和源养生堂(延庆店),医疗保健服务,医疗保健服务场所,医疗保健服务场所,新城街附近,北京市,北京市,延庆区,115.9810845,40.46399166
医嫂健康管理中心,医疗保健服务,医疗保健服务场所,医疗保健服务场所,香苑街31号附近,北京市,北京市,延庆区,115.9839945,40.46481557
北京时尚艳华商贸中心,医疗保健服务,医药保健销售店,医疗保健用品,高塔路23号附近,北京市,北京市,延庆区,115.9810705,40.46466441
德馨康益,医疗保健服务,医药保健销售店,医疗保健用品,汽配城,北京市,北京市,延庆区,115.9814911,40.46412438
延庆区中小学卫生保健站,医疗保健服务,医疗保健服务场所,医疗保健服务场所,延庆镇香苑街110号延庆区体育馆,北京市,北京市,延庆区,115.9837539,40.46806988
北京科达康健康管理中心,医疗保健服务,医疗保健服务场所,医疗保健服务场所,香苑街13附近,北京市,北京市,延庆区,115.9834653,40.46455128
新兴小区社区卫生服务站(香苑街),医疗保健服务,综合医院,卫生院,新兴小区53号楼1层,北京市,北京市,延庆区,115.9827082,40.4699292
明和堂药店第二十五分店,医疗保健服务,医药保健销售店,药房,延庆镇高塔街27号,北京市,北京市,延庆区,115.9833975,40.46464344
明和堂医药(延庆分店),医疗保健服务,医药保健销售店,药房,延庆镇东外大街61号,北京市,北京市,延庆区,115.9874756,40.46364755
北京益君康健店,医疗保健服务,医药保健销售店,医疗保健用品,东外大街与香苑街交叉口西南50米,北京市,北京市,延庆区,115.9845529,40.4624809
康卫堂大药房,医疗保健服务,医药保健销售店,药房,高塔路绿韵广场(京客隆西广场下),北京市,北京市,延庆区,115.9805622,40.46467292
欲望都市,医疗保健服务,医药保健销售店,医疗保健用品,东外大街与香苑街交叉口东150米,北京市,北京市,延庆区,115.9864253,40.46332587
养乃世家(延庆新兴店),医疗保健服务,医药保健销售店,医疗保健用品,恒安中街三巷与新城街交叉口东150米,北京市,北京市,延庆区,115.9800624,40.46793498
全家福健康体验中心,医疗保健服务,医疗保健服务场所,医疗保健服务场所,高塔路583号附近,北京市,北京市,延庆区,115.9813326,40.46456767
喜来健生活健康馆,医疗保健服务,医疗保健服务场所,医疗保健服务场所,高塔街58号1幢-1层,北京市,北京市,延庆区,115.9813326,40.46456767
华福康源,医疗保健服务,医疗保健服务场所,医疗保健服务场所,香水园街道高塔街甲58号绿韵广场G16,北京市,北京市,延庆区,115.9813137,40.46447076
太阳神现代养生馆(川北小区店),医疗保健服务,医疗保健服务场所,医疗保健服务场所,川北小区甲25-11号,北京市,北京市,延庆区,115.9814761,40.46436333
